policyholder_id,age,policy_age_group,gender,marital_status,employment_status,region,monthly_income_usd,dependents_count,plan_type,payment_frequency,acquisition_channel,tenure_months,monthly_premium_usd,billing_amount_usd,premium_to_income_ratio,payment_delay_days_avg,missed_payments_last_12m,late_payments_last_12m,customer_service_calls_last_6m,complaints_last_12m,policy_changes_last_12m,claims_last_24m,mobile_app_usage_score,sms_engagement_rate,retention_offer_received,churn_probability_proxy,churn
PH104511,54,46-60,Female,Married,Formally Employed,Bulawayo,354.12,6,Basic,Monthly,Branch,31,9.4,9.4,0.0265,12,5,4,0,1,1,1,84,0.784,1,0.092,0
PH104512,34,26-35,Female,Single,Informal Trader,Matabeleland North,375.48,1,Basic,Monthly,Mobile App,31,5.61,5.61,0.0149,19,2,4,2,0,1,0,54,0.749,1,0.087,0
PH104513,30,26-35,Male,Married,Formally Employed,Mashonaland East,653.59,3,Basic,Monthly,Agent,45,7.15,7.15,0.0109,11,2,0,2,0,0,0,53,0.47,0,0.055,0
PH104514,39,36-45,Female,Single,Formally Employed,Manicaland,434.33,3,Basic,Monthly,Agent,10,6.41,6.41,0.0148,18,3,1,2,0,0,1,70,0.488,1,0.109,0
PH104515,30,26-35,Male,Married,Informal Trader,Manicaland,107.89,1,Family,Monthly,Mobile App,55,24.79,24.79,0.2298,11,2,1,1,1,0,0,32,0.528,0,0.166,0
PH104516,36,36-45,Female,Single,Formally Employed,Masvingo,189.65,0,Family,Biannual,Agent,24,24.88,134.35,0.1312,11,0,1,2,1,0,0,20,0.799,0,0.057,0
PH104517,45,36-45,Female,Divorced,Farmer,Masvingo,260.8,2,Family,Quarterly,Referral,47,23.63,66.16,0.0906,30,3,6,1,3,0,0,65,0.631,0,0.395,1
PH104518,45,36-45,Male,Single,Farmer,Masvingo,171.51,3,Premium,Monthly,Branch,15,17.26,17.26,0.1006,4,0,0,1,1,0,0,53,0.611,0,0.061,0
PH104519,30,26-35,Female,Married,Self Employed,Masvingo,436.25,3,Standard,Quarterly,Branch,12,13.2,36.96,0.0303,8,2,5,3,0,0,0,42,0.629,0,0.055,0
PH104520,35,26-35,Female,Widowed,Informal Trader,Matabeleland North,217.04,2,Family,Monthly,Branch,11,24.77,24.77,0.1141,3,0,5,3,0,0,0,55,0.598,0,0.096,0
PH104521,54,46-60,Male,Married,Self Employed,Matabeleland North,191.41,0,Family,Quarterly,Agent,74,26.78,74.98,0.1399,5,1,3,3,1,0,0,44,0.609,1,0.046,0
PH104522,47,46-60,Female,Single,Farmer,Matabeleland South,396.97,1,Family,Monthly,Branch,54,25.02,25.02,0.063,5,0,2,1,0,0,1,25,0.715,1,0.022,0
PH104523,66,60+,Female,Married,Informal Trader,Harare,123.34,3,Family,Monthly,Mobile App,37,30.03,30.03,0.2435,11,0,1,4,1,1,0,81,0.495,0,0.048,0
PH104524,55,46-60,Female,Single,Formally Employed,Matabeleland North,330.52,2,Premium,Monthly,Agent,47,19.74,19.74,0.0597,6,0,1,1,0,1,0,43,0.868,0,0.019,0
PH104525,55,46-60,Male,Divorced,Self Employed,Mashonaland West,378.77,5,Basic,Monthly,Branch,23,7.52,7.52,0.0199,15,2,4,2,0,1,0,46,0.49,0,0.084,0
PH104526,24,18-25,Male,Married,Self Employed,Manicaland,404.29,0,Standard,Annual,Agent,50,11.31,113.1,0.028,6,0,3,2,1,1,1,62,0.822,0,0.04,0
PH104527,50,46-60,Female,Single,Farmer,Manicaland,63.01,3,Standard,Monthly,Branch,37,11.38,11.38,0.1806,16,2,5,2,0,0,0,58,0.683,0,0.165,0
PH104528,40,36-45,Male,Married,Formally Employed,Masvingo,597.77,2,Standard,Quarterly,Agent,49,13.22,37.02,0.0221,17,2,3,0,1,0,0,49,0.543,0,0.136,0
PH104529,34,26-35,Female,Single,Formally Employed,Matabeleland North,569.7,2,Family,Monthly,Mobile App,32,22.96,22.96,0.0403,7,3,2,0,0,0,1,26,0.778,0,0.09,0
PH104530,43,36-45,Male,Married,Farmer,Bulawayo,439.12,2,Family,Monthly,Agent,28,23.36,23.36,0.0532,0,0,4,2,0,0,0,48,0.913,0,0.034,0
PH104531,52,46-60,Female,Divorced,Farmer,Matabeleland South,249.04,1,Standard,Quarterly,Mobile App,33,12.69,35.53,0.051,13,1,2,2,0,0,0,45,0.79,0,0.166,0
PH104532,47,46-60,Female,Widowed,Farmer,Mashonaland West,210.29,0,Basic,Biannual,Mobile App,23,8.15,44.01,0.0388,13,0,3,1,1,1,0,56,0.323,0,0.044,0
PH104533,30,26-35,Male,Married,Informal Trader,Mashonaland West,139.18,5,Standard,Quarterly,Mobile App,43,13.82,38.7,0.0993,1,2,3,2,0,0,0,56,0.61,1,0.058,0
PH104534,50,46-60,Male,Married,Informal Trader,Harare,97.27,0,Basic,Monthly,Website,36,9.18,9.18,0.0944,0,2,4,1,0,1,1,77,0.697,0,0.056,0
PH104535,33,26-35,Female,Single,Informal Trader,Masvingo,227.85,4,Basic,Monthly,Agent,30,5.0,5.0,0.0219,5,3,2,0,0,1,0,51,0.586,1,0.067,0
PH104536,44,36-45,Female,Married,Formally Employed,Mashonaland West,213.12,1,Standard,Monthly,Referral,20,10.83,10.83,0.0508,5,3,0,0,0,0,0,66,0.373,1,0.066,0
PH104537,37,36-45,Male,Married,Informal Trader,Midlands,348.66,3,Basic,Monthly,Agent,40,8.83,8.83,0.0253,8,1,7,2,0,0,0,91,0.365,1,0.06,0
PH104538,38,36-45,Female,Married,Formally Employed,Midlands,372.97,3,Basic,Quarterly,Branch,82,6.97,19.52,0.0187,8,1,1,1,0,0,1,41,0.727,1,0.03,0
PH104539,50,46-60,Male,Divorced,Self Employed,Mashonaland East,588.92,0,Standard,Monthly,Agent,65,11.52,11.52,0.0196,8,3,3,4,0,0,1,64,0.83,1,0.092,0
PH104540,29,26-35,Male,Single,Farmer,Mashonaland West,249.16,1,Premium,Quarterly,Mobile App,64,16.39,45.89,0.0658,0,0,3,2,0,1,0,53,0.274,0,0.023,0
PH104541,64,60+,Female,Single,Self Employed,Matabeleland North,436.18,1,Basic,Monthly,Website,24,10.71,10.71,0.0246,19,2,3,1,0,0,0,66,0.907,0,0.117,0
PH104542,19,18-25,Male,Single,Farmer,Bulawayo,122.14,1,Family,Monthly,Website,52,22.9,22.9,0.1875,0,1,0,1,0,0,0,51,0.761,0,0.034,0
PH104543,34,26-35,Female,Single,Formally Employed,Harare,566.51,4,Standard,Monthly,Agent,39,10.88,10.88,0.0192,3,2,0,2,1,0,0,46,0.627,0,0.067,0
PH104544,45,36-45,Male,Single,Self Employed,Masvingo,454.05,2,Basic,Monthly,Agent,56,5.53,5.53,0.0122,0,0,3,1,1,0,0,100,0.463,0,0.028,0
PH104545,48,46-60,Male,Married,Informal Trader,Mashonaland East,45.0,1,Standard,Monthly,Mobile App,38,15.91,15.91,0.3536,33,4,2,0,1,0,0,58,0.518,0,0.454,0
PH104546,40,36-45,Male,Married,Unemployed,Manicaland,196.74,3,Family,Monthly,Referral,17,23.7,23.7,0.1205,11,2,3,0,1,0,0,5,0.418,0,0.141,0
PH104547,40,36-45,Female,Single,Self Employed,Midlands,528.71,2,Standard,Biannual,Agent,33,12.67,68.42,0.024,5,1,2,1,1,1,0,86,0.348,0,0.068,0
PH104548,46,46-60,Female,Married,Farmer,Matabeleland North,140.7,4,Premium,Biannual,Referral,13,23.49,126.85,0.167,0,0,2,2,0,1,0,78,0.784,1,0.017,0
PH104549,38,36-45,Female,Single,Formally Employed,Mashonaland East,618.65,3,Family,Quarterly,Branch,13,22.74,63.67,0.0368,13,0,3,0,0,0,0,60,0.465,1,0.053,0
PH104550,58,46-60,Male,Married,Farmer,Masvingo,178.11,1,Premium,Monthly,Mobile App,26,19.08,19.08,0.1071,6,3,4,0,0,0,1,40,0.436,0,0.149,0
PH104551,51,46-60,Male,Married,Formally Employed,Bulawayo,333.59,2,Basic,Monthly,Branch,17,9.17,9.17,0.0275,9,2,3,2,0,0,1,51,0.562,1,0.129,0
PH104552,51,46-60,Female,Married,Farmer,Matabeleland North,255.13,1,Premium,Monthly,Website,26,20.88,20.88,0.0818,19,3,3,1,0,1,0,77,0.629,1,0.07,0
PH104553,29,26-35,Male,Divorced,Self Employed,Masvingo,547.82,3,Family,Monthly,Referral,19,25.62,25.62,0.0468,0,0,0,0,1,2,0,75,0.631,1,0.012,0
PH104554,40,36-45,Female,Single,Unemployed,Matabeleland South,211.62,2,Premium,Monthly,Agent,20,16.57,16.57,0.0783,16,0,4,1,0,1,0,30,0.21,0,0.102,0
PH104555,37,36-45,Male,Married,Informal Trader,Masvingo,460.83,3,Family,Annual,Agent,52,25.27,252.7,0.0548,0,5,3,2,0,0,0,100,0.697,0,0.036,0
PH104556,29,26-35,Female,Widowed,Formally Employed,Masvingo,163.72,3,Standard,Monthly,Referral,30,11.53,11.53,0.0704,16,1,3,2,0,0,0,59,0.34,0,0.118,0
PH104557,45,36-45,Male,Married,Farmer,Bulawayo,45.0,1,Basic,Monthly,Agent,22,7.14,7.14,0.1587,13,0,4,2,0,0,0,33,0.384,0,0.168,0
PH104558,35,26-35,Female,Single,Formally Employed,Mashonaland West,372.67,6,Premium,Biannual,Agent,35,17.51,94.55,0.047,0,0,1,2,0,1,0,9,0.668,0,0.054,0
PH104559,49,46-60,Male,Married,Formally Employed,Matabeleland South,287.54,1,Standard,Monthly,Agent,32,13.74,13.74,0.0478,9,4,0,5,0,2,0,61,0.259,1,0.121,0
PH104560,28,26-35,Male,Married,Unemployed,Harare,268.19,2,Family,Monthly,Branch,37,28.72,28.72,0.1071,0,0,1,2,1,0,0,56,0.605,0,0.065,0
PH104561,62,60+,Male,Widowed,Formally Employed,Mashonaland East,500.45,1,Family,Biannual,Agent,41,25.96,140.18,0.0519,20,1,3,1,0,0,0,64,0.541,0,0.04,0
PH104562,30,26-35,Male,Single,Formally Employed,Manicaland,412.14,1,Family,Monthly,Agent,30,26.74,26.74,0.0649,11,4,3,0,0,1,1,59,0.62,0,0.088,0
PH104563,44,36-45,Male,Single,Self Employed,Harare,287.84,0,Family,Quarterly,Branch,17,23.41,65.55,0.0813,0,1,0,1,1,1,1,93,0.499,0,0.044,0
PH104564,51,46-60,Female,Married,Unemployed,Harare,131.93,3,Basic,Monthly,Agent,42,7.43,7.43,0.0563,2,1,4,2,1,0,1,53,0.678,0,0.18,0
PH104565,34,26-35,Female,Single,Formally Employed,Harare,68.75,0,Family,Quarterly,Mobile App,43,22.71,63.59,0.3303,22,3,5,3,0,1,0,53,0.235,1,0.22,0
PH104566,51,46-60,Female,Single,Informal Trader,Harare,358.23,1,Basic,Monthly,Agent,38,7.63,7.63,0.0213,4,1,3,1,0,0,1,73,0.467,0,0.029,0
PH104567,26,26-35,Female,Single,Informal Trader,Bulawayo,418.1,4,Basic,Monthly,Referral,38,6.16,6.16,0.0147,0,0,2,0,0,0,0,51,0.396,0,0.039,1
PH104568,58,46-60,Female,Single,Farmer,Mashonaland West,48.56,0,Standard,Quarterly,Branch,33,12.89,36.09,0.2654,25,4,5,2,0,0,0,85,0.84,1,0.128,0
PH104569,41,36-45,Male,Single,Farmer,Bulawayo,278.26,2,Standard,Monthly,Branch,33,10.53,10.53,0.0378,11,1,4,3,2,0,0,52,0.364,0,0.251,0
PH104570,34,26-35,Female,Divorced,Unemployed,Mashonaland East,146.85,3,Family,Biannual,Branch,13,25.94,140.08,0.1766,7,1,1,1,0,0,1,28,0.396,0,0.128,0
PH104571,37,36-45,Male,Single,Informal Trader,Matabeleland South,313.82,3,Standard,Monthly,Agent,40,9.64,9.64,0.0307,0,0,3,2,1,0,0,82,0.684,0,0.06,0
PH104572,51,46-60,Female,Single,Self Employed,Manicaland,468.54,4,Family,Quarterly,Mobile App,26,25.36,71.01,0.0541,0,2,0,1,0,1,0,0,0.476,1,0.062,0
PH104573,34,26-35,Male,Single,Formally Employed,Bulawayo,258.79,3,Basic,Monthly,Referral,34,5.96,5.96,0.023,21,2,6,1,1,0,0,59,0.961,0,0.077,0
PH104574,32,26-35,Male,Divorced,Informal Trader,Mashonaland East,233.45,1,Family,Annual,Branch,47,23.95,239.5,0.1026,1,2,1,1,0,0,0,71,0.473,0,0.042,0
PH104575,38,36-45,Female,Married,Farmer,Matabeleland South,307.06,2,Premium,Monthly,Agent,13,17.67,17.67,0.0575,4,3,3,3,1,0,1,52,0.159,0,0.139,0
PH104576,27,26-35,Male,Married,Informal Trader,Mashonaland East,47.32,2,Premium,Monthly,Website,27,19.12,19.12,0.4041,14,2,2,1,0,0,0,35,0.211,0,0.341,0
PH104577,63,60+,Female,Single,Formally Employed,Mashonaland West,470.26,1,Basic,Quarterly,Mobile App,45,10.47,29.32,0.0223,19,3,2,2,0,1,0,86,0.506,0,0.037,0
PH104578,34,26-35,Female,Widowed,Self Employed,Mashonaland East,477.04,4,Premium,Annual,Mobile App,25,18.49,184.9,0.0388,5,2,5,4,0,0,0,51,0.376,1,0.052,0
PH104579,51,46-60,Male,Married,Informal Trader,Matabeleland North,206.85,2,Standard,Annual,Referral,18,14.32,143.2,0.0692,0,1,2,3,0,0,0,0,0.607,1,0.122,0
PH104580,44,36-45,Male,Single,Informal Trader,Mashonaland East,306.85,2,Premium,Monthly,Branch,46,17.11,17.11,0.0558,0,2,0,4,1,0,0,71,0.475,0,0.038,0
PH104581,29,26-35,Female,Married,Informal Trader,Bulawayo,254.79,3,Standard,Quarterly,Agent,46,10.67,29.88,0.0419,30,2,2,2,2,0,0,63,0.957,0,0.184,1
PH104582,41,36-45,Female,Widowed,Informal Trader,Mashonaland East,223.94,2,Basic,Monthly,Agent,39,5.0,5.0,0.0223,17,3,3,1,0,0,0,44,0.155,1,0.198,0
PH104583,50,46-60,Male,Married,Formally Employed,Bulawayo,373.01,2,Basic,Quarterly,Branch,18,7.84,21.95,0.021,15,1,4,4,0,2,1,39,0.653,0,0.091,0
PH104584,39,36-45,Female,Widowed,Farmer,Matabeleland South,347.49,5,Standard,Monthly,Mobile App,31,8.19,8.19,0.0236,0,2,2,2,0,0,1,70,0.361,0,0.048,0
PH104585,55,46-60,Female,Divorced,Informal Trader,Matabeleland North,235.88,2,Family,Monthly,Agent,96,25.54,25.54,0.1083,3,0,3,1,1,0,0,40,0.46,0,0.049,0
PH104586,53,46-60,Male,Single,Formally Employed,Matabeleland South,295.95,2,Standard,Biannual,Agent,32,12.64,68.26,0.0427,11,3,1,3,0,0,0,61,0.389,0,0.047,0
PH104587,52,46-60,Male,Married,Self Employed,Mashonaland East,164.89,3,Premium,Biannual,Referral,22,19.57,105.68,0.1187,3,0,5,1,0,0,0,85,0.717,1,0.01,0
PH104588,35,26-35,Female,Single,Farmer,Harare,68.81,1,Standard,Quarterly,Agent,30,11.59,32.45,0.1684,0,2,1,1,0,1,0,100,0.758,0,0.029,0
PH104589,28,26-35,Male,Widowed,Farmer,Manicaland,74.92,2,Family,Quarterly,Branch,24,23.71,66.39,0.3165,0,0,2,2,1,2,0,64,0.942,0,0.072,0
PH104590,34,26-35,Female,Single,Self Employed,Midlands,302.42,3,Standard,Quarterly,Agent,22,11.57,32.4,0.0383,8,2,1,0,2,1,1,35,0.824,1,0.078,0
PH104591,43,36-45,Male,Widowed,Formally Employed,Harare,426.7,2,Basic,Monthly,Agent,16,5.34,5.34,0.0125,4,0,2,2,1,0,0,49,0.454,0,0.072,0
PH104592,48,46-60,Female,Married,Formally Employed,Matabeleland North,394.28,2,Premium,Quarterly,Branch,42,20.14,56.39,0.0511,3,1,4,0,0,0,1,28,0.364,0,0.047,0
PH104593,18,18-25,Female,Married,Formally Employed,Matabeleland South,299.68,0,Premium,Quarterly,Referral,42,19.97,55.92,0.0666,2,0,3,0,0,0,0,70,0.619,0,0.015,0
PH104594,41,36-45,Female,Single,Informal Trader,Matabeleland North,184.62,2,Standard,Monthly,Referral,75,9.18,9.18,0.0497,12,1,1,2,1,0,1,74,0.416,0,0.149,0
PH104595,43,36-45,Male,Married,Informal Trader,Mashonaland West,330.49,3,Basic,Biannual,Agent,32,6.99,37.75,0.0212,0,2,3,2,0,1,0,69,0.5,0,0.094,0
PH104596,38,36-45,Male,Widowed,Informal Trader,Matabeleland South,373.31,1,Basic,Biannual,Branch,19,6.5,35.1,0.0174,18,0,2,1,0,2,0,48,0.55,0,0.043,0
PH104597,56,46-60,Female,Single,Informal Trader,Mashonaland East,453.84,0,Standard,Annual,Mobile App,46,14.14,141.4,0.0312,0,0,0,1,0,1,0,60,0.686,0,0.02,0
PH104598,46,46-60,Male,Married,Formally Employed,Matabeleland South,457.16,0,Standard,Monthly,Agent,47,14.19,14.19,0.031,14,0,3,0,0,0,1,64,0.58,0,0.03,0
PH104599,57,46-60,Male,Single,Formally Employed,Harare,687.52,2,Standard,Monthly,Agent,17,11.58,11.58,0.0168,0,3,0,2,0,0,2,48,0.647,1,0.066,0
PH104600,38,36-45,Female,Married,Self Employed,Manicaland,405.06,0,Standard,Annual,Referral,16,11.37,113.7,0.0281,9,5,3,3,0,1,1,61,0.85,1,0.056,0
PH104601,52,46-60,Male,Single,Formally Employed,Mashonaland East,708.82,2,Standard,Monthly,Mobile App,54,10.6,10.6,0.015,4,3,0,1,1,0,0,66,0.403,0,0.105,0
PH104602,61,60+,Male,Single,Formally Employed,Harare,555.89,3,Basic,Quarterly,Branch,11,9.2,25.76,0.0166,19,2,3,0,1,0,1,54,0.776,0,0.11,0
PH104603,57,46-60,Male,Widowed,Informal Trader,Masvingo,255.28,1,Premium,Annual,Branch,47,21.09,210.9,0.0826,2,3,4,2,1,1,0,51,0.542,0,0.087,0
PH104604,28,26-35,Female,Married,Unemployed,Mashonaland East,45.0,1,Premium,Quarterly,Branch,51,20.58,57.62,0.4573,14,2,5,0,0,1,0,34,0.789,0,0.293,0
PH104605,38,36-45,Female,Single,Unemployed,Mashonaland East,111.07,2,Basic,Annual,Branch,17,5.67,56.7,0.051,9,3,4,1,0,0,0,57,0.852,0,0.102,0
PH104606,37,36-45,Male,Married,Unemployed,Harare,71.36,0,Basic,Monthly,Agent,55,9.17,9.17,0.1285,0,1,3,4,0,1,1,67,0.522,0,0.073,0
PH104607,47,46-60,Male,Single,Informal Trader,Mashonaland West,206.05,4,Basic,Monthly,Agent,17,7.04,7.04,0.0342,1,2,4,1,0,0,0,51,0.746,1,0.083,0
PH104608,49,46-60,Male,Single,Informal Trader,Matabeleland South,400.51,2,Family,Monthly,Agent,56,26.03,26.03,0.065,6,0,0,1,1,0,0,54,0.44,1,0.051,0
PH104609,31,26-35,Female,Married,Formally Employed,Masvingo,526.46,1,Standard,Quarterly,Referral,4,9.49,26.57,0.018,20,0,8,3,1,0,0,68,0.385,0,0.096,0
PH104610,42,36-45,Male,Single,Farmer,Matabeleland North,320.43,0,Standard,Monthly,Agent,31,10.9,10.9,0.034,13,4,3,0,0,1,0,72,0.723,0,0.069,0
PH104611,18,18-25,Female,Married,Formally Employed,Mashonaland East,552.97,1,Standard,Quarterly,Branch,50,12.08,33.82,0.0218,1,3,0,1,0,0,0,2,0.546,0,0.116,0
PH104612,58,46-60,Male,Married,Formally Employed,Matabeleland South,276.57,0,Family,Monthly,Referral,35,26.02,26.02,0.0941,8,2,2,0,0,2,0,67,0.67,1,0.03,0
PH104613,35,26-35,Female,Married,Formally Employed,Midlands,797.35,1,Standard,Annual,Agent,37,13.37,133.7,0.0168,0,0,0,1,1,0,0,68,0.355,0,0.062,0
PH104614,42,36-45,Male,Divorced,Farmer,Midlands,202.78,2,Basic,Monthly,Agent,45,5.0,5.0,0.0247,1,0,4,2,0,0,0,90,0.641,0,0.024,0
PH104615,37,36-45,Female,Single,Farmer,Matabeleland North,323.93,2,Standard,Monthly,Referral,34,8.85,8.85,0.0273,8,2,4,0,0,0,1,66,0.761,1,0.062,0
PH104616,55,46-60,Male,Married,Unemployed,Bulawayo,217.81,2,Premium,Quarterly,Website,20,20.93,58.6,0.0961,0,4,4,0,1,2,0,47,0.478,0,0.166,0
PH104617,18,18-25,Male,Married,Informal Trader,Masvingo,86.76,5,Standard,Biannual,Mobile App,37,9.34,50.44,0.1077,4,1,4,3,0,0,0,82,0.8,1,0.052,0
PH104618,41,36-45,Female,Single,Informal Trader,Midlands,238.95,1,Basic,Monthly,Branch,31,6.88,6.88,0.0288,24,1,6,1,0,0,0,58,0.844,1,0.115,0
PH104619,40,36-45,Female,Widowed,Farmer,Manicaland,289.8,1,Family,Annual,Agent,48,23.76,237.6,0.082,0,0,2,1,0,1,0,53,0.127,0,0.038,0
PH104620,36,36-45,Male,Married,Informal Trader,Matabeleland North,216.4,3,Family,Monthly,Branch,45,25.83,25.83,0.1194,21,0,5,0,0,1,1,52,0.692,0,0.085,0
PH104621,62,60+,Female,Married,Farmer,Harare,493.72,2,Family,Monthly,Mobile App,48,29.09,29.09,0.0589,0,0,4,3,1,1,0,76,0.632,0,0.033,0
PH104622,30,26-35,Female,Married,Self Employed,Harare,425.43,0,Basic,Monthly,Agent,74,7.38,7.38,0.0173,0,3,3,4,1,0,0,44,0.46,0,0.079,0
PH104623,50,46-60,Female,Single,Self Employed,Manicaland,485.31,1,Basic,Quarterly,Agent,24,7.69,21.53,0.0158,14,0,3,3,0,0,0,63,0.754,1,0.046,0
PH104624,45,36-45,Male,Married,Unemployed,Masvingo,230.12,6,Standard,Monthly,Agent,45,13.44,13.44,0.0584,0,1,2,4,1,0,0,66,0.815,0,0.127,1
PH104625,56,46-60,Female,Married,Formally Employed,Midlands,201.51,2,Family,Quarterly,Agent,15,28.08,78.62,0.1393,9,1,4,3,0,0,0,25,0.309,0,0.095,0
PH104626,33,26-35,Female,Married,Farmer,Bulawayo,175.94,2,Premium,Monthly,Referral,28,19.46,19.46,0.1106,0,1,0,1,2,0,1,100,0.383,0,0.029,0
PH104627,32,26-35,Male,Single,Self Employed,Masvingo,217.01,2,Family,Monthly,Mobile App,22,24.35,24.35,0.1122,23,1,3,2,0,0,1,61,0.592,1,0.046,0
PH104628,54,46-60,Female,Married,Farmer,Mashonaland West,263.23,2,Family,Monthly,Agent,34,27.64,27.64,0.105,18,3,3,0,1,0,0,38,0.316,0,0.204,0
PH104629,46,46-60,Male,Married,Self Employed,Masvingo,658.21,1,Premium,Annual,Website,51,20.63,206.3,0.0313,14,2,6,2,0,1,0,60,0.271,0,0.08,0
PH104630,22,18-25,Male,Married,Informal Trader,Harare,124.47,0,Basic,Quarterly,Agent,60,7.42,20.78,0.0596,9,2,2,3,0,0,0,59,0.43,0,0.079,0
PH104631,35,26-35,Female,Married,Self Employed,Midlands,140.14,2,Basic,Monthly,Referral,47,6.18,6.18,0.0441,13,2,7,2,2,0,0,67,0.388,0,0.101,0
PH104632,46,46-60,Female,Married,Informal Trader,Matabeleland North,271.53,3,Basic,Monthly,Website,54,7.23,7.23,0.0266,21,0,2,2,1,0,0,20,0.421,0,0.138,0
PH104633,51,46-60,Male,Married,Self Employed,Midlands,611.11,2,Basic,Monthly,Website,22,8.67,8.67,0.0142,0,0,2,0,0,2,0,47,0.849,0,0.075,0
PH104634,33,26-35,Male,Widowed,Farmer,Matabeleland South,141.13,0,Basic,Biannual,Agent,77,7.21,38.93,0.0511,0,1,5,4,2,2,0,29,0.811,0,0.118,0
PH104635,18,18-25,Female,Single,Informal Trader,Harare,128.31,2,Premium,Monthly,Agent,44,18.83,18.83,0.1468,9,0,3,0,1,0,0,93,0.534,0,0.046,0
PH104636,47,46-60,Male,Divorced,Formally Employed,Matabeleland South,734.9,2,Basic,Monthly,Agent,16,6.5,6.5,0.0088,9,2,2,1,0,0,0,75,0.55,0,0.092,0
PH104637,26,26-35,Female,Married,Farmer,Manicaland,200.66,5,Premium,Monthly,Agent,25,18.16,18.16,0.0905,26,4,5,3,0,0,0,67,0.416,0,0.232,0
PH104638,18,18-25,Female,Married,Self Employed,Bulawayo,487.96,1,Family,Quarterly,Mobile App,29,24.53,68.68,0.0503,16,2,2,1,0,0,0,37,0.639,0,0.054,0
PH104639,18,18-25,Male,Widowed,Self Employed,Masvingo,614.8,3,Basic,Monthly,Agent,54,5.0,5.0,0.0081,0,0,2,4,1,1,1,27,0.725,0,0.071,1
PH104640,51,46-60,Female,Married,Formally Employed,Mashonaland West,543.12,7,Basic,Monthly,Branch,28,7.9,7.9,0.0145,6,0,0,0,1,0,0,85,0.905,0,0.026,0
PH104641,43,36-45,Female,Widowed,Farmer,Mashonaland East,223.46,6,Basic,Quarterly,Branch,15,5.0,14.0,0.0224,9,1,2,2,2,0,0,32,0.136,0,0.228,0
PH104642,38,36-45,Male,Single,Formally Employed,Mashonaland East,275.62,4,Basic,Monthly,Agent,18,5.58,5.58,0.0202,0,2,1,0,1,2,1,68,0.665,0,0.148,1
PH104643,58,46-60,Female,Single,Formally Employed,Matabeleland North,354.31,2,Standard,Quarterly,Agent,20,12.21,34.19,0.0345,4,2,2,2,0,0,0,86,0.587,0,0.03,0
PH104644,49,46-60,Female,Married,Farmer,Manicaland,254.99,4,Premium,Monthly,Referral,24,21.79,21.79,0.0855,0,2,3,3,0,1,1,15,0.895,0,0.06,0
PH104645,60,46-60,Female,Widowed,Unemployed,Harare,194.61,3,Standard,Monthly,Agent,35,13.13,13.13,0.0675,0,0,3,2,0,0,0,47,0.573,1,0.085,0
PH104646,24,18-25,Female,Widowed,Formally Employed,Mashonaland West,363.75,1,Basic,Monthly,Agent,39,7.29,7.29,0.02,0,0,1,1,3,0,0,65,0.565,0,0.031,0
PH104647,41,36-45,Male,Married,Unemployed,Matabeleland North,84.57,3,Standard,Quarterly,Mobile App,13,9.44,26.43,0.1116,5,2,3,0,2,1,0,60,0.815,0,0.188,0
PH104648,22,18-25,Male,Married,Farmer,Manicaland,268.44,1,Standard,Monthly,Branch,38,10.7,10.7,0.0399,30,1,8,1,0,0,0,62,0.238,0,0.222,0
PH104649,38,36-45,Male,Married,Formally Employed,Bulawayo,312.57,2,Basic,Monthly,Mobile App,35,7.42,7.42,0.0237,0,0,0,1,1,0,0,77,0.362,0,0.111,0
PH104650,38,36-45,Male,Divorced,Unemployed,Harare,146.42,1,Basic,Monthly,Website,42,6.33,6.33,0.0432,0,0,1,2,0,0,0,64,0.864,0,0.017,0
PH104651,49,46-60,Male,Married,Informal Trader,Mashonaland East,147.26,4,Family,Monthly,Referral,25,26.4,26.4,0.1793,20,0,7,4,0,0,0,65,0.575,1,0.115,0
PH104652,42,36-45,Female,Married,Informal Trader,Bulawayo,281.2,1,Basic,Monthly,Agent,46,8.16,8.16,0.029,21,3,2,1,1,1,0,51,0.728,0,0.066,0
PH104653,48,46-60,Female,Married,Self Employed,Matabeleland North,325.62,0,Premium,Monthly,Branch,54,20.74,20.74,0.0637,0,2,0,2,1,0,1,62,0.678,0,0.07,0
PH104654,49,46-60,Female,Married,Informal Trader,Matabeleland South,263.68,1,Basic,Monthly,Mobile App,115,11.54,11.54,0.0438,3,1,0,2,0,0,0,25,0.746,0,0.026,0
PH104655,67,60+,Female,Married,Formally Employed,Harare,595.09,3,Basic,Monthly,Website,38,11.12,11.12,0.0187,12,3,2,2,0,0,0,94,0.824,0,0.059,0
PH104656,37,36-45,Female,Divorced,Unemployed,Bulawayo,114.3,2,Standard,Monthly,Branch,46,10.25,10.25,0.0897,12,2,3,1,0,0,0,50,0.708,1,0.167,0
PH104657,30,26-35,Female,Married,Formally Employed,Masvingo,522.77,1,Family,Monthly,Branch,24,26.88,26.88,0.0514,4,1,0,0,1,0,0,70,0.695,0,0.104,0
PH104658,44,36-45,Female,Divorced,Self Employed,Midlands,262.36,4,Family,Monthly,Mobile App,11,24.02,24.02,0.0916,20,2,5,2,0,0,0,49,0.33,0,0.253,0
PH104659,31,26-35,Male,Single,Formally Employed,Bulawayo,351.42,4,Basic,Monthly,Agent,22,6.74,6.74,0.0192,15,3,5,3,0,0,0,60,0.336,0,0.108,0
